ORIGEM	DESTINO	Faixa Et†ria	Escolaridade	Renda Familiar	Periodo do dia	Motivo	Principal Modal	Fez Integraá∆o?	Se sim, qual modal?	Tempo de Viagem	Frequància
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	T†xi	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	T†xi	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	T†xi	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
Santa Rita	Santa Rita	18 a 24 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	T†xi	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Santa Rita	Santa Rita	18 a 24 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
Santa Rita	Santa Rita	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	T†xi	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
Santa Rita	Santa Rita	25 a 34 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
Santa Rita	Santa Rita	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Serviáos (Cart¢rio, Detran, etc...)	T†xi	NAO		Entre 15 e 30 min	2 a 3 vezes ao màs
S∆o Bento 	S∆o Lu°s - Cohab	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	T Alternativo - Van	NAO		Maior que 2h	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	A pÇ	NAO	‚nibus	Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	A pÇ	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Icatu	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Minha terra natal 	Barco/Lancha	NAO	A pÇ, T Alternativo - Carro (carrinho)	Entre 1 e 1h30	2 a 3 vezes ao màs
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	Bicicleta	NAO		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	AlcÉntara	18 a 24 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Tarde (12h - 18h)	Lazer / Turismo	Carro pr¢prio	SIM	Ferry boat	Entre 1 e 1h30	Raramente
S∆o JosÇ de Ribamar	Morros	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO	Carro pr¢prio, Carona com alguÇm	Entre 1h30 e 2h	Raramente
S∆o JosÇ de Ribamar	Paáo do Lumiar	45 a 59 anos	Ensino Superior completo ou mais	Prefiro n∆o dizer	Noite (18h - 00h)	Serviáos (Cart¢rio, Detran, etc...)	Carro pr¢prio	NAO	Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	Raramente
S∆o JosÇ de Ribamar	Pedro do Ros†rio 	35 a 44 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	Carro pr¢prio	NAO		Maior que 2h	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	Penalva 	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO	Transporte por aplicativo (Uber, 99)	Maior que 2h	2 a 3 vezes ao màs
S∆o JosÇ de Ribamar	Raposa	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Carro pr¢prio	SIM	‚nibus	Maior que 2h	Semanalmente
S∆o JosÇ de Ribamar	Renascenáa-SLZ	18 a 24 anos	Ensino Superior incompleto	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Carro pr¢prio	NAO	A pÇ	Entre 1 e 1h30	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	Santa Rita	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	Carro pr¢prio	NAO		Entre 1h30 e 2h	2 a 3 vezes ao màs
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO	Carro pr¢prio	Entre 1 e 1h30	Raramente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Outros	Carro pr¢prio	NAO	‚nibus	Entre 1 e 1h30	Raramente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino Superior completo ou mais	Prefiro n∆o dizer	Noite (18h - 00h)	Outros	Carro pr¢prio	NAO	Carro pr¢prio	Entre 15 e 30 min	Raramente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	45 a 59 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Noite (18h - 00h)	Serviáos (Cart¢rio, Detran, etc...)	Carro pr¢prio	SIM	T†xi, Carro pr¢prio, Carona com alguÇm, Moto pr¢pria	Entre 1 e 1h30	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	Carro pr¢prio	NAO	Moto pr¢pria	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	60 anos ou mais	Ensino Superior completo ou mais	Prefiro n∆o dizer	Noite (18h - 00h)	Outros	Carro pr¢prio	NAO	Carro pr¢prio	Entre 30 min e 1h	Raramente
S∆o JosÇ de Ribamar	S∆o Lu°s - Cohab	18 a 24 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Carro pr¢prio	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Cohama	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	Carro pr¢prio	NAO		Entre 30 min e 1h	Raramente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	Moto pr¢pria	SIM		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Moto pr¢pria	SIM	‚nibus	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	Moto pr¢pria	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	Moto pr¢pria	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Cohab	25 a 34 anos	Ensino Superior completo ou mais	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Trabalho	Moto pr¢pria	NAO	Moto pr¢pria	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Cohama	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	Moto pr¢pria	NAO	N∆o 	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Zona Industrial	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	Moto pr¢pria	SIM	Carro pr¢prio	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	Cachoeira Grande	25 a 34 anos	Ensino Superior completo ou mais	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	Ipase	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	Morros	18 a 24 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO	‚nibus	Entre 1h30 e 2h	Raramente
S∆o JosÇ de Ribamar	Paáo do Lumiar	45 a 59 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, T Alternativo - Carro (carrinho)	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	Paáo do Lumiar	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	Menos de 18 anos	Ensino MÇdio incompleto	Entre 4 e 10 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	45 a 59 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o JosÇ de Ribamar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	Paáo do Lumiar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	Presidente Juscelino	35 a 44 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Outros	‚nibus	NAO		Maior que 2h	Raramente
S∆o JosÇ de Ribamar	Renascenca 	45 a 59 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	Renascenca 	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Maior que 2h	Diariamente
S∆o JosÇ de Ribamar	Santa Inàs 	18 a 24 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Madrugada (00h - 5h)	Lazer / Turismo	‚nibus	NAO		Maior que 2h	Raramente
S∆o JosÇ de Ribamar	S∆o Crist¢v∆o 	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Levar minha filha pra escola e resolver coisas de rotina.	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino MÇdio incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO	A pÇ	Entre 15 e 30 min	Semanalmente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino Superior incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Madrugada (00h - 5h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO	‚nibus	Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO	‚nibus	Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO	‚nibus	Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 1 e 1h30	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	Menos de 18 anos	Ensino Fundamental incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Menos de 15 min	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	A pÇ	Maior que 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	25 a 34 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Outros	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	60 anos ou mais	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Outros	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Outros	‚nibus	SIM	‚nibus	Entre 1 e 1h30	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o JosÇ de Ribamar	18 a 24 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Madrugada (00h - 5h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o Lu°s - Bacanga	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	45 a 59 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	35 a 44 anos	Ensino Fundamental completo	Entre 2 e 4 sal†rios m°nimos	Madrugada (00h - 5h)	Estudo	‚nibus	SIM	Transporte por aplicativo (Uber, 99), Carro pr¢prio	Maior que 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino MÇdio completo	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	35 a 44 anos	Ensino Superior completo ou mais	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	Menos de 18 anos	Ensino Fundamental completo	Prefiro n∆o dizer	Madrugada (00h - 5h)	Estudo	‚nibus	SIM	‚nibus	Maior que 2h	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Bancaga	18 a 24 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1h30 e 2h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 1 e 1h30	1 a 2 vezes por semana
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Noite (18h - 00h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Madrugada (00h - 5h)	Lazer / Turismo	‚nibus	SIM	‚nibus, Carro pr¢prio	Entre 1 e 1h30	Raramente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	Menos de 18 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	SIM	Carona com alguÇm	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Entre 1h30 e 2h	Raramente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	A pÇ	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	Transporte por aplicativo (Uber, 99)	Entre 30 min e 1h	Diariamente
S∆o JosÇ de Ribamar	S∆o Lu°s - Centro	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO	‚nibus	Entre 1 e 1h30	Raramente
